Age,Fare,Survived,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,SibSp_True,SibSp_False,SibSp_Unknown,Parch_True,Parch_False,Parch_Unknown
0.275,0.020494635090094415,1,0,1,0,1,0,1,1,0,1,1,0
0.2625,0.015216388212891242,0,0,0,1,0,1,1,1,0,1,1,0
0.6625,0.0535706338814965,1,1,0,0,1,0,1,1,0,1,1,0
0.0,0.029757819776815374,1,0,0,1,1,0,1,0,0,0,0,1
0.2875,0.015216388212891242,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015126992566498259,1,0,0,1,1,0,1,1,0,0,0,1
0.50625,0.029473237129564348,0,0,0,1,0,1,1,1,0,1,1,0
0.45,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.175,0.12687155055772734,0,0,1,0,0,1,1,1,0,1,1,0
0.2625,0.051822148727810165,1,1,0,0,1,0,1,1,0,1,1,0
0.2625,0.012678957201736696,0,0,0,1,0,1,1,0,0,1,1,0
0.0,0.01537917417160685,0,0,0,1,0,1,1,1,0,0,0,1
0.4875,0.13913573538264068,0,1,0,0,0,1,1,0,0,1,1,0
0.25,0.015330377421392339,0,0,0,1,0,1,1,1,0,1,1,0
0.8,0.14687821814567664,0,1,0,0,0,1,1,0,0,1,1,0
0.25,0.014102260811993537,0,0,0,1,0,1,1,1,0,1,1,0
0.225,0.025374310111545468,1,0,1,0,1,0,1,0,0,1,0,0
0.6,0.20772776566317125,1,1,0,0,1,0,1,0,0,1,1,0
0.6875,0.05410739813385612,1,1,0,0,1,0,1,1,0,1,1,0
0.5625,0.05855610025741261,1,0,1,0,1,0,1,1,0,1,0,0
0.5625,0.2625265161540666,0,1,0,0,0,1,1,0,0,1,0,0
0.0,0.015395374692678068,0,0,0,1,0,1,1,1,0,0,0,1
0.0125,0.04577135170121086,0,0,0,1,0,1,1,0,0,0,0,1
0.5125,0.10122885832000206,0,1,0,0,0,1,1,0,0,1,1,0
0.275,0.04098927018018883,1,0,1,0,1,0,1,1,0,1,1,0
0.525,0.06343577527886367,0,0,1,0,0,1,1,0,0,1,0,0
0.3625,0.050748620223090936,1,0,1,0,1,0,1,0,0,1,1,0
0.0125,0.028212719478023115,1,0,0,1,1,0,1,1,0,0,0,1
0.0115,0.05416439273810667,1,0,1,0,1,0,1,0,0,1,0,0
0.25,0.015468569817999833,0,0,0,1,0,1,1,1,0,1,1,0
0.3375,0.26697521827762305,0,1,0,0,0,1,1,0,0,1,1,0
0.3,0.01820118783001242,0,0,0,1,0,1,1,1,0,1,1,0
0.40625,0.018542765081513996,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.014736618564782174,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.35,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.2375,0.025374310111545468,1,0,1,0,1,0,1,1,0,1,1,0
0.2625,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.45625,0.033962538149299316,0,0,0,1,0,1,1,0,0,1,1,0
0.2625,0.015330377421392339,0,0,0,1,0,1,1,1,0,1,1,0
0.3625,0.04489301019734967,1,0,1,0,1,0,1,1,0,1,0,0
0.0125,0.023780217875537836,1,0,0,1,1,0,1,0,0,1,0,0
0.375,0.024861944234293106,0,0,1,0,0,1,1,1,0,1,1,0
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.17240748416740642,0,1,0,0,0,1,1,1,0,0,0,1
0.0,0.014736618564782174,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.015712553569072387,1,0,0,1,1,0,1,1,0,0,0,1
0.2125,0.016908073949327893,0,0,0,1,0,1,1,1,0,1,1,0
0.575,0.1468620176246054,0,1,0,0,0,1,1,1,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.325,0.26697521827762305,1,1,0,0,1,0,1,0,0,1,1,0
0.0125,0.030253985132996517,1,0,0,1,1,0,1,1,0,0,0,1
0.0,0.014102260811993537,0,0,0,1,0,1,1,1,0,0,0,1
0.25,0.050748620223090936,1,0,1,0,1,0,1,0,0,1,1,0
0.35,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.5,0.050748620223090936,0,0,1,0,0,1,1,0,0,1,1,0
0.375,0.04098927018018883,0,0,1,0,0,1,1,0,0,1,1,0
0.275,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.2875,0.016908073949327893,1,0,0,1,1,0,1,1,0,1,1,0
0.009375,0.026887009368195294,0,0,0,1,0,1,1,0,0,1,0,0
0.0,0.015126992566498259,1,0,0,1,1,0,1,1,0,0,0,1
0.1125,0.029757819776815374,1,0,0,1,1,0,1,0,0,1,0,0
0.025,0.039452172548431745,1,0,0,1,1,0,1,0,0,1,0,0
0.45,0.014151057562208049,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.014151057562208049,0,0,0,1,0,1,1,1,0,0,0,1
0.3,0.16057390443488287,0,1,0,0,0,1,1,0,0,1,1,0
0.0,0.014110458666029575,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.07729405233978466,0,1,0,0,0,1,1,1,0,0,0,1
0.375,0.013565496559633922,1,0,0,1,1,0,1,1,0,1,1,0
0.0,0.014110458666029575,0,0,0,1,0,1,1,1,0,0,0,1
0.6625,0.15977676072337862,0,1,0,0,0,1,1,0,0,1,0,0
0.45,0.018542765081513996,0,0,0,1,0,1,1,1,0,1,1,0
0.325,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.0125,0.08115719346076702,1,0,1,0,1,0,1,0,0,1,0,0
0.025,0.04231498029001666,0,0,0,1,0,1,1,1,0,0,0,1
0.375,0.08881008539040913,0,1,0,0,0,1,1,1,0,1,1,0
0.3625,0.015330377421392339,0,0,0,1,0,1,1,1,0,1,1,0
0.4,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.02936744577509929,0,0,1,0,0,1,1,1,0,0,0,1
0.5375,0.04098927018018883,0,0,1,0,0,1,1,1,0,1,0,0
0.3,0.016908073949327893,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015126992566498259,1,0,0,1,1,0,1,1,0,0,0,1
0.8,0.051822148727810165,1,1,0,0,1,0,1,0,0,1,0,0
0.375,0.29580589980036276,0,1,0,0,0,1,1,0,0,1,0,0
0.010374999999999999,0.01824998458022693,0,0,0,1,0,1,1,1,0,1,0,0
0.6875,0.18249984580226933,0,1,0,0,0,1,1,0,0,1,0,0
0.5625,0.027537567642055148,1,0,0,1,1,0,1,0,0,1,1,0
0.225,0.016908073949327893,0,0,0,1,0,1,1,1,0,1,1,0
0.275,0.014102260811993537,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.014785415314996686,0,0,0,1,0,1,1,1,0,0,0,1
0.4625,0.015126992566498259,1,0,0,1,1,0,1,1,0,1,1,0
0.6875,0.2647385704347907,1,1,0,0,1,0,1,1,0,1,1,0
0.2125,0.015094396337354966,1,0,0,1,1,0,1,1,0,1,1,0
0.7125,0.2859895551532101,0,1,0,0,0,1,1,0,0,1,1,0
0.2375,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.3375,0.015330377421392339,0,0,0,1,0,1,1,1,0,1,1,0
0.275,0.061483905270283246,0,0,1,0,0,1,1,0,0,1,1,0
0.325,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.3125,0.014110458666029575,0,0,0,1,0,1,1,1,0,1,1,0
0.325,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.4125,0.051822148727810165,0,1,0,0,0,1,1,1,0,1,1,0
0.4875,0.41250332793836464,1,1,0,0,1,0,1,1,0,1,1,0
0.2875,0.013760683560491965,0,0,0,1,0,1,1,1,0,1,1,0
0.15,0.0761229303346364,1,0,1,0,1,0,1,0,0,1,0,0
0.575,0.15458810467956932,0,1,0,0,0,1,1,1,0,1,1,0
0.3625,0.050748620223090936,0,0,1,0,0,1,1,0,0,1,1,0
0.2625,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.6,0.07173122281533045,1,0,1,0,1,0,1,1,0,1,0,0
0.4875,0.057970539254838485,0,1,0,0,0,1,1,1,0,1,1,0
0.0,0.014102260811993537,0,0,0,1,0,1,1,1,0,0,0,1
0.2375,0.030725752114070404,1,0,0,1,1,0,1,0,0,1,0,0
0.3375,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.375,0.050748620223090936,0,1,0,0,0,1,1,1,0,1,1,0
0.4,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.4875,0.014110458666029575,0,0,0,1,0,1,1,1,0,1,0,0
0.3125,0.061483905270283246,0,0,1,0,0,1,1,1,0,1,1,0
0.0,0.014110458666029575,0,0,0,1,0,1,1,1,0,0,0,1
0.225,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.4,0.014793613169032724,0,0,0,1,0,1,1,1,0,1,1,0
0.0125,0.13575255909676823,0,0,0,1,0,1,1,0,0,0,0,1
0.725,1.0,1,1,0,0,1,0,1,1,0,1,0,0
0.0125,0.028302115124416098,0,0,0,1,0,1,1,0,0,0,0,1
0.2,0.014931805565640218,1,0,0,1,1,0,1,1,0,1,1,0
0.325,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.475,0.014110458666029575,1,0,0,1,1,0,1,1,0,1,1,0
0.3,0.026350245115835676,0,0,1,0,0,1,1,1,0,1,1,0
0.3875,0.04098927018018883,1,0,1,0,1,0,1,1,0,1,1,0
0.5625,0.12366716556464086,1,1,0,0,1,0,1,1,0,1,0,0
0.3125,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.225,0.1434624456306609,0,0,1,0,0,1,1,1,0,1,1,0
0.6125,0.12687155055772734,0,0,1,0,0,1,1,0,0,1,0,0
0.002125,0.04015972542654215,1,0,0,1,1,0,1,0,0,1,0,0
0.625,0.050748620223090936,0,1,0,0,0,1,1,1,0,1,1,0
0.7375,0.10048070654571319,1,1,0,0,1,0,1,0,0,1,1,0
0.0,0.01537917417160685,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.375,0.030351578633425542,1,0,0,1,1,0,1,0,0,1,1,0
0.18125,0.13575255909676823,0,0,0,1,0,1,1,0,0,1,0,0
0.3,0.07222738817151159,1,0,1,0,1,0,1,0,0,1,0,0
0.3875,0.04098927018018883,1,0,1,0,1,0,1,1,0,1,1,0
0.3375,0.016908073949327893,0,0,0,1,0,1,1,1,0,1,1,0
0.3125,0.1082149914547131,1,1,0,0,1,0,1,0,0,1,1,0
0.0125,0.13575255909676823,1,0,0,1,1,0,1,0,0,0,0,1
0.0125,0.028220722145058292,0,0,0,1,0,1,1,1,0,0,0,1
0.275,0.07746484096553544,1,0,0,1,1,0,1,1,0,1,1,0
0.5625,0.11594107850967697,1,1,0,0,1,0,1,1,0,1,0,0
0.3625,0.027049600139910042,0,0,1,0,0,1,1,1,0,1,1,0
0.2625,0.022446505098674834,0,0,1,0,0,1,1,0,0,1,1,0
0.3875,0.2625265161540666,1,1,0,0,1,0,1,1,0,1,1,0
0.6125,0.0,0,1,0,0,0,1,1,1,0,1,1,0
0.55,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.675,0.15977676072337862,1,1,0,0,1,0,1,0,0,1,0,0
0.5625,0.5121218935012878,1,1,0,0,1,0,1,1,0,1,1,0
0.275,0.016908073949327893,1,0,0,1,1,0,1,0,0,1,1,0
0.2625,0.022446505098674834,0,0,1,0,0,1,1,1,0,1,1,0
0.6875,0.09759350042902103,0,1,0,0,0,1,1,1,0,1,1,0
0.0625,0.061264319894317944,0,0,0,1,0,1,1,0,0,1,0,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.325,0.01537917417160685,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.028302115124416098,1,0,0,1,1,0,1,1,0,0,0,1
0.2375,0.031425107138144774,1,0,0,1,1,0,1,0,0,1,1,0
0.0,0.025130326360472913,0,0,1,0,0,1,1,1,0,0,0,1
0.3,0.12687155055772734,1,0,1,0,1,0,1,0,0,1,0,0
0.3,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.7125,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.2625,0.015126992566498259,0,0,0,1,0,1,1,1,0,1,1,0
0.075,0.04113566043083236,0,0,0,1,0,1,1,0,0,1,0,0
0.2875,0.18249984580226933,0,1,0,0,0,1,1,1,0,1,1,0
0.6375,0.07690367833806856,1,1,0,0,1,0,1,1,0,1,0,0
0.1625,0.03952536767375352,0,0,0,1,0,1,1,1,0,1,0,0
0.5875,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.3625,0.04298993693898376,0,0,0,1,0,1,1,0,0,1,0,0
0.225,0.11711220051482522,1,1,0,0,1,0,1,0,0,1,1,0
0.3,0.014151057562208049,0,0,0,1,0,1,1,1,0,1,1,0
0.6,0.15458810467956932,1,1,0,0,1,0,1,0,0,1,0,0
0.275,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.3875,0.015094396337354966,0,0,0,1,0,1,1,1,0,1,1,0
0.375,0.32179836714362564,1,1,0,0,1,0,1,1,0,1,1,0
0.475,0.04098927018018883,0,0,1,0,0,1,1,0,0,1,1,0
0.275,0.11594107850967697,1,1,0,0,1,0,1,1,0,1,0,0
0.2125,0.09193307740413781,0,1,0,0,0,1,1,1,0,1,1,0
0.5375,0.05410739813385612,0,1,0,0,0,1,1,0,0,1,1,0
0.25,0.02705779799394608,0,0,1,0,0,1,1,1,0,1,1,0
0.2875,0.020494635090094415,0,0,1,0,0,1,1,0,0,1,1,0
0.625,0.41282050681475896,0,1,0,0,0,1,1,0,0,1,0,0
0.0,0.01506999796224771,1,0,0,1,1,0,1,1,0,0,0,1
0.0375,0.026887009368195294,1,0,0,1,1,0,1,0,0,1,0,0
0.0,0.015126992566498259,1,0,0,1,1,0,1,1,0,0,0,1
0.4625,0.17566830077223786,1,1,0,0,1,0,1,0,0,1,1,0
0.35,0.015175789316712771,1,0,0,1,1,0,1,1,0,1,1,0
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.4875,0.2125586439344078,1,1,0,0,1,0,1,1,0,1,1,0
0.48125,0.014151057562208049,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.0125,0.04364049521284361,0,0,0,1,0,1,1,0,0,0,0,1
